,TeamNames,Year,Seed,Results,ADJOE,ADJDE,Barthag,efg%,efgd%,tor,tord,orb,drb,ftr,ftrd,2p%,2pd%,3p%,3pd%,adjt,wab
2964,Mercer,2016,17,NoTourney,104.3,107.3,.4198,49.4,49.3,18.9,16.6,36.1,27.8,31.7,33.5,47.9,45.4,35.2,36.1,64.3,-10.5
2965,Washington St.,2016,17,NoTourney,101.1,104.0,.4185,50.7,49.9,19.7,14.7,23.9,29.6,31.1,37.5,50.3,48.2,34.6,35.9,69.7,-10.4
2966,Loyola Marymount,2016,17,NoTourney,103.5,106.6,.4174,47.5,53.5,16.2,20.2,28.9,31.7,28.4,42.7,45.7,51.6,33.9,37.7,68.4,-9
2967,Tulane,2016,17,NoTourney,96.8,99.9,.4118,45.4,48.4,19.5,18.4,32.1,29.8,31.3,36.2,45.5,46.4,30.1,35.2,68.5,-11.1
2968,UTEP,2016,17,NoTourney,102.9,106.2,.4097,52.4,49.5,17.1,19.2,24.5,31.7,40.9,36.6,51.3,48.3,36.5,34.2,72.5,-9.7
2969,Furman,2016,17,NoTourney,103.0,106.3,.4094,51.5,50.8,20.5,19.2,32.1,28.8,43.3,38,54.2,49.9,31.9,35,65.8,-10.1
2970,Minnesota,2016,17,NoTourney,99.6,102.9,.4079,45.9,51.7,16.5,17.8,26.5,29.2,37.1,34.2,45.6,48.7,31,38.2,69.3,-12.8
2971,Eastern Kentucky,2016,17,NoTourney,105.7,109.2,.4067,56,53.1,20.3,20.3,27,34.2,40.3,42.3,54.2,51.3,39.5,37.6,73.2,-10.5
2972,Fairfield,2016,17,NoTourney,102.8,106.2,.4057,51.3,49.6,17.6,18.9,24.8,34.1,32.6,34.1,50,49.1,35.4,33.7,72.4,-7.1
2973,Navy,2016,17,NoTourney,98.8,102.2,.4044,49.5,48.9,19.9,20.3,32.6,27.2,42.8,39.4,50.8,45.9,30.5,35.4,65.7,-10
2974,Texas Southern,2016,17,NoTourney,105.0,108.7,.4028,51.8,49.2,19.3,15.8,35.3,28.4,41.5,24.6,52.3,48.7,33.8,33.5,68.4,-7.7
2975,Pacific,2016,17,NoTourney,99.9,103.8,.3924,49,50.1,19.8,16.5,28.5,29.6,38.4,49.3,49.3,47.2,32.2,36.6,67.6,-12.7
2976,NJIT,2016,17,NoTourney,100.7,104.6,.3919,51.8,51.3,18.2,19.2,26.8,31.1,33.7,35.7,51.1,50.6,35.1,34.9,69.9,-8.8
2977,Saint Louis,2016,17,NoTourney,96.4,100.2,.3913,47.7,50,19.5,18.5,20.7,27.9,37.8,39.3,46.9,50.5,32.8,32.8,69.6,-11.6
2978,Georgia Southern,2016,17,NoTourney,103.9,108.0,.3913,47.5,51.8,16.2,20,29.7,34.5,37.7,44.5,45.6,52.5,33.3,33.8,69.5,-11.4
2979,San Francisco,2016,17,NoTourney,105.5,109.6,.3908,50,51.7,17.8,16,33.4,30.2,39.1,35.8,48.5,47.8,35.1,38.6,71,-8.4
2980,Boston College,2016,17,NoTourney,95.0,99.1,.3820,47.5,52.4,20,19.5,21.8,28.6,25.9,37,46.9,50,32.3,38.2,67.8,-12.2
2981,Tennessee Tech,2016,17,NoTourney,106.6,111.2,.3807,52.4,50.6,17.8,16,27.6,31.9,44,32.8,51.3,48.5,35.9,36.4,70,-6
2982,IUPUI,2016,17,NoTourney,97.8,102.1,.3794,46.9,51.1,18.9,18.1,27.7,28.1,31.9,38.9,45.6,51.3,33.3,33.8,69.6,-10.9
2983,St. John's,2016,17,NoTourney,96.3,100.6,.3775,45.4,51.1,20.9,20.1,27.5,30.9,38,43.3,44.1,49.1,32,36.6,72.9,-11.3
2984,Texas St.,2016,17,NoTourney,98.5,102.9,.3769,46.6,49.6,17.8,20.8,29.8,30.6,37.7,35.6,46,47.9,32.1,35.1,64.2,-11.1
2985,Idaho,2016,17,NoTourney,98.3,102.8,.3743,48.7,49.5,22.7,18.9,34.4,25.3,44.6,41.7,46.1,48.1,36.3,34.3,66.7,-7.6
2986,Charlotte,2016,17,NoTourney,103.4,108.2,.3726,51,54.8,16.4,18.3,29.7,27.7,33.2,30.9,47.7,52.7,38.2,39.3,71.2,-12.7
2987,Dartmouth,2016,17,NoTourney,98.9,103.5,.3717,47.5,52.7,20.8,20.9,32.8,29.7,38.2,42.3,45.9,52.7,34.3,35.1,68.2,-12.4
2988,Missouri St.,2016,17,NoTourney,100.1,104.8,.3708,46.1,51.5,18.6,17.6,28,28.1,39.3,34.1,45.3,49.1,32,37.2,69.7,-10.6
2989,UNC Greensboro,2016,17,NoTourney,101.4,106.3,.3680,51.3,51.9,17.7,17.4,27.1,27.5,28,38.5,49.1,49,36.3,37.4,68.3,-12.7
2990,Montana St.,2016,17,NoTourney,106.4,111.6,.3654,50.8,53.9,17.3,16.9,33,27.5,30.7,46.3,47.2,53.4,37.2,36.5,69.3,-12.3
2991,UC Riverside,2016,17,NoTourney,99.6,104.6,.3652,48.9,49.1,19.7,17.2,28.4,28.1,36.8,38.3,47,47.6,34.5,34.8,68,-13.2
2992,FIU,2016,17,NoTourney,102.2,107.3,.3646,52,48.1,19.3,14.2,30.8,29.4,35.6,35.7,50.7,47.1,36.8,33.1,66,-14.6
2993,South Dakota,2016,17,NoTourney,104.7,109.9,.3625,51.7,54.2,16.4,19,25,30.2,30.1,40.9,50.5,50.9,36.4,39.8,71.5,-11.6
2994,Western Carolina,2016,17,NoTourney,99.2,104.2,.3609,48.8,51,20,20.8,30.4,32.7,38.2,45,48.3,49.6,33,35.6,70,-10.4
2995,Tennessee Martin,2016,17,NoTourney,103.3,108.7,.3569,50.5,50.8,18.2,17,29.5,29.4,35.6,30,49.8,50.8,34.4,33.8,67.4,-9
2996,Austin Peay,2016,16,R64,103.4,109.1,.3501,51.3,53.8,20.2,18.6,31.9,30,47,31.3,51,53.3,34.7,36.4,70.5,-11.3
2997,Boston University,2016,17,NoTourney,101.7,107.4,.3486,52.2,50,19.6,17.1,26.5,28.1,37,33.9,51,50,36.1,33.3,70.6,-10
2998,Rider,2016,17,NoTourney,98.1,103.6,.3470,48.3,47.8,19.2,18.2,28.6,29.4,35.4,32.4,48.9,45.7,31.5,34,65.2,-14.1
2999,New Hampshire,2016,17,NoTourney,98.7,104.5,.3402,46.7,50.2,16.8,15.1,29.5,21.7,36.6,34.5,45,48.6,33.2,35.3,68.1,-7.6
3000,Santa Clara,2016,17,NoTourney,101.1,107.2,.3383,47.9,50.8,16.9,16.7,24.4,30,33.8,36.8,45.2,50.4,34.8,34.4,66.5,-11.9
3001,La Salle,2016,17,NoTourney,99.2,105.3,.3358,47.7,53.3,18.8,19.1,24.9,34.3,30.9,34.9,45.4,51.1,33.6,38.1,66.9,-12.6
3002,UC Davis,2016,17,NoTourney,93.0,98.8,.3345,47.9,48.3,20.7,19.7,25,28.4,33.6,31.8,45.5,48.7,35.9,31.7,66.9,-12.9
3003,Canisius,2016,17,NoTourney,106.6,113.3,.3338,49,54.9,15.9,19.6,31,32.8,36.9,39,47.5,53.6,34.1,38,68.5,-13.8
3004,Sam Houston St.,2016,17,NoTourney,101.1,107.4,.3323,49.3,51.9,16.9,18.7,28.8,23.7,36.6,44.8,48,50.9,34.1,35.6,67.8,-8.9
3005,South Florida,2016,17,NoTourney,97.6,103.8,.3312,45.4,47.2,21.9,14.3,34.6,32.5,33,35.6,46.2,46.9,28.6,31.9,67.7,-14.8
3006,San Jose St.,2016,17,NoTourney,96.3,102.4,.3290,46.8,49.6,19.2,17.2,27.1,29.7,38.5,47.5,48.2,47.9,29.8,35.4,70.6,-15.4
3007,Gardner Webb,2016,17,NoTourney,100.1,106.6,.3269,47.7,51.4,18.6,18.8,31.6,29.3,34.9,39.7,46,51.1,33.5,34.7,70.1,-10.3
3008,Saint Peter's,2016,17,NoTourney,95.1,101.3,.3266,47.7,47.8,19.5,17.7,30.4,26.3,35.1,31.7,47,45.7,32.7,34.1,65.6,-10.7
3009,Cal St. Northridge,2016,17,NoTourney,99.2,105.8,.3230,46.7,51.7,19.4,18.9,27.6,31.3,42.1,36,47.1,47.8,30.2,39.7,71.3,-13.4
3010,Army,2016,17,NoTourney,98.6,105.2,.3222,49.7,49.4,18.5,16.4,31,26.8,31.7,32,49.3,48.2,33.4,34.9,73.3,-9.3
3011,Western Illinois,2016,17,NoTourney,99.5,106.2,.3205,49.3,50.1,18.2,15.2,25.5,27,32,42.4,46,46.4,37.8,39.1,68.6,-11.4
3012,Bowling Green,2016,17,NoTourney,99.1,105.8,.3201,48.9,50.9,18.5,17.1,28.1,28.4,40.2,35.9,47.2,47.3,35.4,37.9,69.3,-11.9
3013,Radford,2016,17,NoTourney,102.0,109.0,.3182,50.2,51.3,19.3,17,34.4,30.1,29,34.3,49.5,51.6,34.4,33.8,66.8,-10
3014,Samford,2016,17,NoTourney,101.1,108.1,.3177,50.1,51.4,19.6,20.9,29.4,32.5,44.7,42.9,51,48.9,31.9,37,68.9,-14.8
3015,Cal St. Fullerton,2016,17,NoTourney,101.4,108.4,.3165,46.4,50.7,19,16.4,29.7,29,43.7,39.7,44.4,48.1,33.3,36.6,69.5,-13.7
3016,Drexel,2016,17,NoTourney,98.8,105.7,.3161,44.3,52.5,16.8,18.1,27.7,28.8,36.9,47.4,42.3,51.5,32.7,36.5,65.5,-16.4
3017,Kennesaw St.,2016,17,NoTourney,100.7,107.9,.3109,48.7,53.2,18.5,18,28.3,34.6,33.5,39,47.2,54,35.1,34.5,69.7,-13
3018,Manhattan,2016,17,NoTourney,98.4,105.5,.3108,50.1,52.2,20.5,22.6,23.5,32.5,39.8,46.8,47.6,52.9,36.1,33.7,68.8,-12.6
3019,Portland St.,2016,17,NoTourney,102.0,109.5,.3070,51.2,53.3,17.4,19.1,28.7,30.7,33.9,32.8,52.7,51.4,31.5,38.3,72.7,-13.9
3020,Southern,2016,16,R68,98.9,106.2,.3065,48.5,47.9,16.3,19.6,28.1,31.2,38.1,39.9,47.6,47.7,33.8,32.2,69.4,-8.1
3021,Air Force,2016,17,NoTourney,98.1,105.4,.3060,48,51.8,18.8,19.4,24.3,28.1,39.6,37.2,47,51.3,33.4,34.9,67.9,-10.9
3022,Jackson St.,2016,17,NoTourney,94.1,101.1,.3056,45.7,45.5,17.8,20.7,32.3,28.4,30.4,48.1,45.4,44.6,30.8,31.5,68.2,-10.7
3023,Miami OH,2016,17,NoTourney,96.4,103.6,.3055,45.3,51.2,18.5,20.8,27.9,31.2,36.1,38.6,44.8,49.2,30.8,35.9,65.3,-13.4
3024,Lipscomb,2016,17,NoTourney,101.5,109.1,.3032,51.5,52.9,18.6,17.7,26.9,30.2,34.7,35.8,50.5,51.1,35.2,37,73.8,-16
3025,Jacksonville,2016,17,NoTourney,100.3,108.4,.2895,49.7,53.6,15.4,17.4,27,26.1,31.4,33.5,45,52.7,38.9,36.6,71.3,-11.7
3026,Norfolk St.,2016,17,NoTourney,103.4,112.0,.2859,48.7,50.2,17.7,19.1,32.2,34.3,41.5,41.9,46.7,46.1,34.7,38,68.3,-11
3027,Northern Kentucky,2016,17,NoTourney,99.4,107.8,.2828,50.3,50.2,19.7,16.1,26.5,29.4,31.2,42.6,48.6,47.9,35.3,36.8,68.1,-14
3028,Arkansas St.,2016,17,NoTourney,99.1,107.4,.2826,45.8,47.1,18,14.9,28,31.2,40.1,38,45.1,43.5,31.5,35.6,73.3,-13.9
3029,Drake,2016,17,NoTourney,102.9,111.6,.2819,50.7,51.9,20.5,14.6,25.5,27.8,33.6,30.5,47.2,49.6,38.2,37.7,66.3,-16.9
3030,South Alabama,2016,17,NoTourney,95.1,103.1,.2814,46.1,48.4,20.6,18,30.5,32.5,38.3,38.7,45.1,48.4,31.9,32.2,70.5,-12.7
3031,UMKC,2016,17,NoTourney,101.9,110.6,.2797,48.8,50.3,19.4,17.2,32.7,31.2,35.3,44.1,45.5,48.9,36.8,35.1,67.1,-12.9
3032,San Diego,2016,17,NoTourney,92.8,101.0,.2743,45.2,50,20.6,17.4,26,28.8,33.9,42.1,46.1,48.1,29.2,36.2,67,-13.5
3033,Penn,2016,17,NoTourney,98.4,107.1,.2730,49,49.8,19.4,16.7,27.9,30.5,31.9,33.5,51.3,48.7,30.4,34.8,68.6,-10.9
3034,Troy,2016,17,NoTourney,97.8,106.6,.2705,45.7,51.1,16.7,17.8,29.4,31.5,37.2,35.8,44.8,49.5,31.5,36,69.4,-15.3
3035,Colgate,2016,17,NoTourney,102.5,111.9,.2685,52.5,53.2,18.4,19.4,26.6,30.6,29.9,41.8,50.3,51.4,37,37.5,65.7,-12.3
3036,Eastern Illinois,2016,17,NoTourney,99.3,108.5,.2665,49.9,51.4,18,19.5,26.8,34.7,34.4,40.5,48.8,52,34.4,33.5,67.8,-12.3
3037,Delaware,2016,17,NoTourney,100.5,109.9,.2635,45.3,51.8,17.7,13.5,29.6,28,42.2,31.9,43.7,51.4,32.5,34.8,68.1,-15.3
3038,Hampton,2016,16,R64,98.2,107.5,.2615,46.7,48.6,18.7,16.7,34.5,27.2,41.3,35.7,47.3,47.5,30.5,33.8,71.9,-6.3
3039,Idaho St.,2016,17,NoTourney,98.4,107.8,.2612,50.1,51.7,18.3,17.4,24.7,28.4,38.5,35.4,48,52.2,35.7,34,71,-10.9
3040,Rutgers,2016,17,NoTourney,97.5,106.7,.2610,45.8,52,18.9,16.1,25.3,35.9,34.5,29.7,44.9,49.9,32.2,37.4,71.3,-14
3041,Mount St. Mary's,2016,17,NoTourney,92.1,100.9,.2579,45.8,50.2,17.2,24.6,25.3,33.7,30.6,40.4,44.8,50.1,31.7,33.7,69.7,-13.9
3042,Brown,2016,17,NoTourney,101.0,110.8,.2578,50.2,50.8,18.8,16,25.6,31.3,36.9,36.4,47.8,48.5,35.9,36.6,71.6,-14
3043,Appalachian St.,2016,17,NoTourney,100.8,110.6,.2554,47.2,51.2,21,15.9,33,32.3,39.1,39.8,43.1,48.8,35.6,38.6,71.3,-15.2
3044,Stetson,2016,17,NoTourney,103.0,113.7,.2436,51.2,54.5,16.8,15.7,25.2,32.9,33.8,30.8,49.4,54.7,36.2,35.9,71.3,-16.6
3045,Loyola MD,2016,17,NoTourney,100.7,111.1,.2433,47.7,52,18.9,17,31.4,30.6,38.4,40.9,48.7,50.2,30.4,37.2,68,-16.2
3046,Rice,2016,17,NoTourney,104.7,115.6,.2413,51.2,56.2,17.9,18.4,26.7,32.2,41.5,36.7,53.4,52.7,31.9,41.8,70.6,-14.8
3047,Utah Valley,2016,17,NoTourney,99.4,109.8,.2410,48.6,49.9,17.4,16.6,22.9,31,34.5,37.7,46.3,50.3,34.6,32.6,75.2,-12.2
3048,Holy Cross,2016,16,R64,96.7,106.9,.2398,47.9,53.2,16.8,19.6,23.1,29.6,36.1,33.4,47.2,52.8,32.6,35.7,64.5,-14.5
3049,South Carolina St.,2016,17,NoTourney,101.8,112.6,.2391,49.8,50.7,17,17.5,29.1,31.4,34.8,38.7,49.6,49.9,33.6,34.6,68.5,-9.5
3050,North Texas,2016,17,NoTourney,100.5,111.4,.2333,49.3,53.3,19.5,17.2,30.3,31.2,44.1,42.5,49.8,52.7,32.2,36.2,70.6,-14.7
3051,LIU Brooklyn,2016,17,NoTourney,100.2,111.3,.2300,47.9,50.9,18.4,19.7,32.2,31.1,41.4,38,49.5,48.8,29.7,37,73,-12.5
3052,Cornell,2016,17,NoTourney,96.7,107.6,.2276,48.7,51.5,17.9,19.8,22.4,36.1,32.3,35.8,47,49.7,34.1,36.4,73.3,-11.6
3053,Incarnate Word,2016,17,NoTourney,99.6,110.7,.2274,49.9,52.9,17.8,18.2,22.5,28.8,35.5,38.1,44.7,52.4,38.9,35.9,68.3,-6.3
3054,Youngstown St.,2016,17,NoTourney,101.6,113.3,.2215,49,53.6,15.6,15.7,22.7,33.8,29.8,32.5,45.5,54.5,37,34.6,73.2,-14
3055,Seattle,2016,17,NoTourney,94.0,104.9,.2194,47.5,49.1,23.1,18.9,32.5,31.3,36,34.9,44.7,47.7,35.5,33.9,66.7,-11.2
3056,Sacramento St.,2016,17,NoTourney,96.8,108.1,.2178,49.3,50.1,16.7,17.6,26.3,31.2,34.9,37.9,49.2,50.9,33.1,32.5,69.2,-12.9
3057,Quinnipiac,2016,17,NoTourney,91.5,102.3,.2167,42.8,46.5,21.7,17.4,38.4,29.3,28,40.1,38.3,46.5,34.1,31,69.5,-16.7
3058,Jacksonville St.,2016,17,NoTourney,96.9,108.7,.2098,46.6,52,16.3,18.6,27,34.1,30.9,42.6,43.2,53,34.5,33.3,66,-18
3059,Fairleigh Dickinson,2016,16,R68,103.0,115.6,.2090,51.2,52.4,17.7,21,28.4,35.8,33.3,46.9,49.5,52.1,36.4,35.4,72.4,-9.9
3060,Cleveland St.,2016,17,NoTourney,90.3,101.4,.2077,44.8,51.6,21.8,19.9,29.4,31.7,30.9,46.6,43.4,50.7,32,35.5,64.8,-15.9
3061,Houston Baptist,2016,17,NoTourney,100.2,112.8,.2027,50.5,50.9,21.1,16.7,29.6,31.9,44.9,36.7,49.3,49.1,35.5,36.3,71.1,-10.8
3062,Alabama St.,2016,17,NoTourney,98.0,110.8,.1970,45.8,51.2,17.2,18.3,31.4,30,31.7,45,43.6,51.6,33.3,33.7,69.7,-13.1
3063,Charleston Southern,2016,17,NoTourney,97.8,110.5,.1959,50,54,17.9,16.1,24.7,26.9,27.4,37.7,49.4,52.6,33.8,37.4,69.2,-15.5
3064,Liberty,2016,17,NoTourney,97.9,110.8,.1940,53.1,53,21.3,18.1,21,29.5,25.5,43.6,52,52.1,36.1,36.4,63.9,-14
3065,Bethune Cookman,2016,17,NoTourney,97.5,110.6,.1889,47.1,49.7,18.5,18,32,35.7,31,34.5,47.4,48.4,31.1,34.6,67.7,-13.8
3066,Florida Atlantic,2016,17,NoTourney,95.0,107.9,.1885,46.7,50,17.6,16.6,23.1,32.9,32.3,37.7,44.2,49,34.1,35.4,68.3,-17.3
3067,Campbell,2016,17,NoTourney,99.6,113.1,.1871,49.5,53.5,16.4,18.9,22,30.6,41.4,39.3,50.7,52.1,31.7,37.8,69.2,-15.1
3068,St. Francis PA,2016,17,NoTourney,99.6,113.2,.1867,48.3,50.8,18.5,16.4,31.5,30.8,38.5,29.9,45.3,52.3,35.8,32.1,67,-13.5
3069,St. Francis NY,2016,17,NoTourney,92.3,104.9,.1859,45.9,46.6,20.4,18.6,32.2,30.2,36.1,34.9,46.2,45.6,30.3,33.1,66.4,-13.7
3070,Morgan St.,2016,17,NoTourney,93.9,107.1,.1804,44,50.7,16.7,20.8,30.4,33.9,35.8,38.5,43.6,52.5,30.1,31.2,69.9,-17.4
3071,North Carolina Central,2016,17,NoTourney,97.5,111.3,.1790,47.7,50,20.4,18.5,33.9,31.1,38.7,37.9,46.3,49.3,33.9,34,66.6,-15.6
3072,USC Upstate,2016,17,NoTourney,100.0,114.3,.1782,50.1,54.6,20.2,15.1,33.1,31.9,30.9,36.6,48.4,53.1,35.7,38.1,67.2,-16.2
3073,Sacred Heart,2016,17,NoTourney,98.0,112.1,.1772,48.4,51.1,20.2,18,33.4,32.4,38.7,39.4,49.2,49.6,31.1,35.9,72.2,-13.8
3074,Binghamton,2016,17,NoTourney,89.3,102.1,.1763,44.1,49.6,20.7,18.2,25.3,28.5,36.2,34.4,45,49,28.4,33.7,66.5,-17.3
3075,SIU Edwardsville,2016,17,NoTourney,94.6,108.3,.1733,44.8,51.8,19.7,17.6,32.4,29.3,36.9,43.9,44.4,50,30.4,37.2,67.2,-16.7
3076,Longwood,2016,17,NoTourney,99.2,113.9,.1695,50.7,54.1,20.5,17.3,29.6,28.1,34.3,36.4,49.8,51.6,34.9,38.2,70,-18.6
3077,Hartford,2016,17,NoTourney,99.4,114.2,.1685,49.1,53.3,16.3,18.5,18.9,35.8,33.2,41.1,45.6,54,35.4,34.7,70.2,-17.7
3078,Alcorn St.,2016,17,NoTourney,96.8,111.5,.1647,45.6,51,21.1,17.3,34.8,31.9,38.4,39.7,45.3,48.6,30.8,37,66.4,-11.5
3079,Marist,2016,17,NoTourney,100.7,116.0,.1641,49.4,53.6,17.3,16.9,24.3,32,35.9,36.6,48.1,51.6,34.2,38.2,68.8,-18.8
3080,VMI,2016,17,NoTourney,96.0,110.8,.1606,47.1,53,18.5,18.7,26.3,34,27,41.4,45.7,51.2,32.5,37.4,69.2,-16.1
3081,Lafayette,2016,17,NoTourney,99.0,114.4,.1606,50.5,52.9,18.2,16.7,22.3,32.9,31.6,35.1,47.9,52.5,36.5,35.7,70.4,-19.4
3082,Maryland Eastern Shore,2016,17,NoTourney,97.7,112.9,.1604,49.2,53,23,18.8,31.4,29.7,37.3,49.5,49.5,53,32.4,35.3,68.2,-15.5
3083,Alabama A&M,2016,17,NoTourney,98.3,113.6,.1599,46.6,50.5,17.6,17,31.6,31.7,38.4,39.5,49,51.7,28.4,32.1,66.1,-15.1
3084,UMass Lowell,2016,17,NoTourney,99.4,115.0,.1581,53.6,54.5,21.3,19.2,25.1,32.9,33.2,38.4,53.2,53.9,36.2,37.1,73.7,-13.2
3085,Niagara,2016,17,NoTourney,92.8,107.3,.1578,44.9,49,21.1,16.9,32.8,31.3,34,35.5,46.2,46.4,28.2,35.7,66.8,-19.4
3086,Southern Miss,2016,17,NoTourney,94.6,109.5,.1566,49.4,51.6,20.3,17.7,23.3,29.4,36.1,38.9,45.2,50.2,35.9,35.5,64,-15.9
3087,Robert Morris,2016,17,NoTourney,90.4,104.9,.1545,46.6,49.4,20.4,22,26.1,34.7,35.5,32.9,49.6,48.9,27.6,33.5,69.1,-17.4
3088,Abilene Christian,2016,17,NoTourney,96.3,111.8,.1529,50.5,54.6,19.2,19.2,24.5,27.6,40.3,46.5,48.4,54.2,36.3,36.9,68.3,-14.4
3089,Northern Colorado,2016,17,NoTourney,101.0,117.3,.1513,50.7,55.9,19.9,17.7,29.2,29.8,43.4,48.4,48.8,54.4,36.4,38.8,69.6,-16
3090,The Citadel,2016,17,NoTourney,100.9,117.3,.1504,48.8,57.6,16.9,19.3,26.7,35.8,31.1,44.4,50.1,59.8,31.7,35.2,81.8,-17.8
3091,Southeastern Louisiana,2016,17,NoTourney,96.2,112.1,.1468,51.1,52.1,21.5,19.1,29.4,33.6,37,41.9,49.1,49.5,36.5,37.5,69,-15.8
3092,American,2016,17,NoTourney,91.4,106.8,.1433,49,51.6,22.1,19.2,23.5,30.2,31.7,40.1,47.7,53.7,34.1,31.1,62.2,-14.1
3093,Bradley,2016,17,NoTourney,86.1,100.9,.1393,43,49.7,25.4,17,24.9,26.7,38.3,52.2,43.9,48.7,27.7,34.5,68,-17.7
3094,Northwestern St.,2016,17,NoTourney,100.8,118.2,.1378,50.2,55.1,19.5,18.6,27.3,38.6,35.2,36.1,49.5,54.8,34.3,37.1,74.2,-14.4
3095,New Orleans,2016,17,NoTourney,95.3,111.8,.1371,45.1,52.9,19.7,21.4,34.8,33.5,43.2,43,43.8,51.5,32.5,37,72.7,-16.5
3096,Coppin St.,2016,17,NoTourney,95.3,111.8,.1368,44.2,52.8,17.7,18.1,30.7,34.8,37.2,43.1,40.6,51.8,33.4,36.7,71.1,-16.2
3097,Nicholls St.,2016,17,NoTourney,91.2,107.2,.1355,47.1,50.8,22,18.2,25,34.5,40.4,39.7,47.7,49.3,30.9,35.9,69.8,-16.7
3098,Illinois Chicago,2016,17,NoTourney,89.7,105.7,.1308,41.5,49.3,21.1,15.7,31.9,30.7,43.2,39.6,40.3,46.6,30.4,36.4,72.1,-19.6
3099,McNeese St.,2016,17,NoTourney,97.0,114.5,.1298,46.7,52.3,17.7,16.1,28.1,33,36.2,37.7,44.9,50.8,33.2,37.3,69.2,-14.1
3100,Central Arkansas,2016,17,NoTourney,99.8,117.8,.1291,49.9,53.8,19.7,15.8,31.3,29.8,41.9,38.7,47.4,51.5,37.2,38.7,72.8,-16
3101,Howard,2016,17,NoTourney,92.2,108.8,.1289,43.6,49.2,20.3,18.9,32.6,35.8,48.5,36.6,43.4,48.6,29.5,33.5,71.4,-16.1
3102,Savannah St.,2016,17,NoTourney,86.8,102.5,.1279,45.1,49.5,21.9,22.2,25.8,30.8,39.8,41,44.2,48.6,31.1,34.2,67.1,-11.2
3103,Presbyterian,2016,17,NoTourney,93.0,110.1,.1254,47.3,52.5,21,19,26,31.4,34.8,38.8,47.7,53.3,30.8,34.2,68.4,-15.8
3104,Lamar,2016,17,NoTourney,95.3,112.8,.1254,47.4,52,20.5,19.4,33.4,31.9,42.6,46.6,46.7,51.4,32.6,35.6,72.8,-15.9
3105,UMBC,2016,17,NoTourney,98.6,117.3,.1193,50.1,56.6,17.4,19.4,24.9,28.9,42.2,38.8,50.4,56.4,33.1,38,70.1,-20.6
3106,Southeast Missouri St.,2016,17,NoTourney,91.0,108.9,.1126,44.1,54,19.8,18.5,28.5,29.6,35.7,31.9,44.6,55.3,28.8,34.7,71.9,-19.2
3107,UTSA,2016,17,NoTourney,96.9,116.0,.1125,47,59,18.1,17.2,26,27.8,37.4,46.2,46.5,57.2,32.1,41.3,73,-20.4
3108,North Carolina A&T,2016,17,NoTourney,95.1,114.3,.1082,45.8,51.3,19.5,18.2,29.8,31.5,37,48.5,44.8,51.7,31.8,33.8,68.7,-16.8
3109,Maine,2016,17,NoTourney,94.5,113.6,.1081,49.2,55.5,20.8,21,27.9,32.3,32,38,48.3,55.6,33.9,36.9,77.8,-17.4
3110,Southern Utah,2016,17,NoTourney,97.3,117.8,.1001,49.3,57.7,18.8,17.4,23.9,31.2,35.4,45,46.5,55,36.4,42.2,68.8,-18.6
3111,Prairie View A&M,2016,17,NoTourney,88.3,107.1,.0987,41.8,50.7,21.8,23.4,30.7,36.3,36.4,47.4,42.1,53,27.3,30.6,69.7,-18.3
3112,Bryant,2016,17,NoTourney,93.3,113.1,.0980,47.3,51.5,19.9,16,26.2,33.5,26.9,31.6,46.9,53.1,32,32.7,68.1,-17.7
3113,Northern Arizona,2016,17,NoTourney,92.6,112.9,.0926,45.2,56.2,18.1,17.5,22.3,29.6,36.1,34.3,42.3,53.9,33.4,39.9,71.2,-18.8
3114,UT Rio Grande Valley,2016,17,NoTourney,94.1,115.4,.0872,47.2,52.1,17.7,14.4,23,35.7,29.6,31.1,45.7,51.9,33.1,35,68.4,-17
3115,Mississippi Valley St.,2016,17,NoTourney,90.2,111.0,.0844,43,51,18.5,19.4,27.1,34.6,31.3,35.2,42,54.5,30.3,30.3,72.2,-21.6
3116,Chicago St.,2016,17,NoTourney,90.8,112.5,.0786,42.6,54.5,20.4,19,29.5,33.4,28.1,43.6,40.9,51.8,30.1,38.7,70.4,-21.2
3117,Arkansas Pine Bluff,2016,17,NoTourney,87.8,109.6,.0719,45,49.2,23.8,20.2,27.7,37.4,30.1,53.7,44.7,49.6,30.3,32.3,65.8,-17.8
3118,Delaware St.,2016,17,NoTourney,88.6,112.9,.0578,44.8,51.6,21.1,19.9,27.2,38.8,29.1,41.3,42.4,52.8,32.4,33.3,67.1,-20
3119,Central Connecticut,2016,17,NoTourney,92.5,118.0,.0570,44.8,53.4,19.9,14.8,29.9,30.2,31.1,30.6,42.3,53.2,34.2,35.9,68.4,-21.9
3120,Grambling St.,2016,17,NoTourney,85.9,110.5,.0523,43.8,50.8,21.7,20,24.9,32.5,44.2,41.4,45.3,51.5,27.4,33.1,66.9,-19.7
3121,Florida A&M,2016,17,NoTourney,82.9,107.0,.0506,44.8,50.3,22.5,20.3,25.4,31.2,42.5,38.5,44.4,50.4,30.4,33.3,70.4,-18.3
3122,Gonzaga,2017,1,Finals,117.8,86.3,.9728,56.6,41.1,16.2,17.1,30,26.2,39,26.9,56.3,40,38.2,29,71.5,7.7
3123,North Carolina,2017,1,CHAMPS,121.0,91.5,.9615,51.7,48.1,16.2,18.6,41.3,25,34.3,31.6,51,46.3,35.5,33.9,72.8,8.3
